<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.notificationtest.MyNotification dummyMainMethod_com_example_notificationtest_MyNotification(android.content.Intent)>
<androidx.fragment.app.Fragment$1: void <init>(androidx.fragment.app.Fragment)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.Fragment: void <init>()> -> <androidx.fragment.app.FragmentManagerImpl: void <init>()>
<androidx.fragment.app.FragmentManagerImpl: void <init>()> -> <androidx.fragment.app.FragmentManager: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentFactory: void <clinit>()>
<androidx.fragment.app.FragmentFactory: void <clinit>()> -> <androidx.collection.SimpleArrayMap: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentManager$5: void <init>(androidx.fragment.app.FragmentManager)>
<androidx.fragment.app.FragmentManager$5: void <init>(androidx.fragment.app.FragmentManager)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentManager$4: void <init>(androidx.fragment.app.FragmentManager)>
<androidx.fragment.app.FragmentManager$4: void <init>(androidx.fragment.app.FragmentManager)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentManager$3: void <init>(androidx.fragment.app.FragmentManager)>
<androidx.fragment.app.FragmentManager$3: void <init>(androidx.fragment.app.FragmentManager)> -> <androidx.fragment.app.FragmentFactory: void <init>()>
<androidx.fragment.app.FragmentFactory: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void <init>(androidx.fragment.app.FragmentManager)>
<androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void <init>(androidx.fragment.app.FragmentManager)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentManager$2: void <init>(androidx.fragment.app.FragmentManager)>
<androidx.fragment.app.FragmentManager$2: void <init>(androidx.fragment.app.FragmentManager)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentManager$1: void <init>(androidx.fragment.app.FragmentManager,boolean)>
<androidx.fragment.app.FragmentManager$1: void <init>(androidx.fragment.app.FragmentManager,boolean)> -> <androidx.activity.OnBackPressedCallback: void <init>(boolean)>
<androidx.activity.OnBackPressedCallback: void <init>(boolean)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentLayoutInflaterFactory: void <init>(androidx.fragment.app.FragmentManager)>
<androidx.fragment.app.FragmentLayoutInflaterFactory: void <init>(androidx.fragment.app.FragmentManager)> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <androidx.fragment.app.FragmentStore: void <init>()>
<androidx.fragment.app.FragmentStore: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.FragmentManager: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.Fragment: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.Fragment: void <init>()> -> <androidx.fragment.app.Fragment: void initLifecycle()>
<androidx.fragment.app.Fragment: void initLifecycle()> -> <androidx.lifecycle.LifecycleRegistry: void <clinit>()>
<androidx.fragment.app.Fragment: void initLifecycle()> -> <androidx.savedstate.SavedStateRegistryController: androidx.savedstate.SavedStateRegistryController create(androidx.savedstate.SavedStateRegistryOwner)>
<androidx.fragment.app.Fragment: void initLifecycle()> -> <androidx.savedstate.SavedStateRegistryController: void <clinit>()>
<androidx.savedstate.SavedStateRegistryController: androidx.savedstate.SavedStateRegistryController create(androidx.savedstate.SavedStateRegistryOwner)> -> <androidx.savedstate.SavedStateRegistryController: void <clinit>()>
<androidx.savedstate.SavedStateRegistryController: void <clinit>()> -> <androidx.savedstate.SavedStateRegistryController$Companion: void <init>(kotlin.jvm.internal.DefaultConstructorMarker)>
<androidx.savedstate.SavedStateRegistryController$Companion: void <init>(kotlin.jvm.internal.DefaultConstructorMarker)> -> <androidx.savedstate.SavedStateRegistryController$Companion: void <init>()>
<androidx.savedstate.SavedStateRegistryController$Companion: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.savedstate.SavedStateRegistryController: androidx.savedstate.SavedStateRegistryController create(androidx.savedstate.SavedStateRegistryOwner)> -> <androidx.savedstate.SavedStateRegistryController$Companion: androidx.savedstate.SavedStateRegistryController create(androidx.savedstate.SavedStateRegistryOwner)>
<androidx.savedstate.SavedStateRegistryController$Companion: androidx.savedstate.SavedStateRegistryController create(androidx.savedstate.SavedStateRegistryOwner)> -> <androidx.savedstate.SavedStateRegistryController: void <clinit>()>
<androidx.savedstate.SavedStateRegistryController$Companion: androidx.savedstate.SavedStateRegistryController create(androidx.savedstate.SavedStateRegistryOwner)> -> <kotlin.jvm.internal.Intrinsics: void checkNotNullParameter(java.lang.Object,java.lang.String)>
<androidx.savedstate.SavedStateRegistryController$Companion: androidx.savedstate.SavedStateRegistryController create(androidx.savedstate.SavedStateRegistryOwner)> -> <androidx.savedstate.SavedStateRegistryController: void <init>(androidx.savedstate.SavedStateRegistryOwner,kotlin.jvm.internal.DefaultConstructorMarker)>
<androidx.savedstate.SavedStateRegistryController: void <init>(androidx.savedstate.SavedStateRegistryOwner,kotlin.jvm.internal.DefaultConstructorMarker)> -> <androidx.savedstate.SavedStateRegistryController: void <init>(androidx.savedstate.SavedStateRegistryOwner)>
<androidx.savedstate.SavedStateRegistryController: void <init>(androidx.savedstate.SavedStateRegistryOwner)> -> <androidx.savedstate.SavedStateRegistry: void <clinit>()>
<androidx.savedstate.SavedStateRegistry: void <clinit>()> -> <androidx.savedstate.SavedStateRegistry$Companion: void <init>(kotlin.jvm.internal.DefaultConstructorMarker)>
<androidx.savedstate.SavedStateRegistry$Companion: void <init>(kotlin.jvm.internal.DefaultConstructorMarker)> -> <androidx.savedstate.SavedStateRegistry$Companion: void <init>()>
<androidx.savedstate.SavedStateRegistry$Companion: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.savedstate.SavedStateRegistryController: void <init>(androidx.savedstate.SavedStateRegistryOwner)> -> <androidx.savedstate.SavedStateRegistry: void <init>()>
<androidx.savedstate.SavedStateRegistry: void <init>()> -> <androidx.arch.core.internal.SafeIterableMap: void <init>()>
<androidx.savedstate.SavedStateRegistry: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.savedstate.SavedStateRegistryController: void <init>(androidx.savedstate.SavedStateRegistryOwner)> -> <java.lang.Object: void <init>()>
<androidx.lifecycle.LifecycleRegistry: void <clinit>()> -> <androidx.lifecycle.LifecycleRegistry$Companion: void <init>(kotlin.jvm.internal.DefaultConstructorMarker)>
<androidx.lifecycle.LifecycleRegistry$Companion: void <init>(kotlin.jvm.internal.DefaultConstructorMarker)> -> <androidx.lifecycle.LifecycleRegistry$Companion: void <init>()>
<androidx.lifecycle.LifecycleRegistry$Companion: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.fragment.app.Fragment: void initLifecycle()> -> <androidx.lifecycle.LifecycleRegistry: void <init>(androidx.lifecycle.LifecycleOwner)>
<androidx.lifecycle.LifecycleRegistry: void <init>(androidx.lifecycle.LifecycleOwner)> -> <kotlin.jvm.internal.Intrinsics: void checkNotNullParameter(java.lang.Object,java.lang.String)>
<androidx.lifecycle.LifecycleRegistry: void <init>(androidx.lifecycle.LifecycleOwner)> -> <androidx.lifecycle.LifecycleRegistry: void <init>(androidx.lifecycle.LifecycleOwner,boolean)>
<androidx.lifecycle.LifecycleRegistry: void <init>(androidx.lifecycle.LifecycleOwner,boolean)> -> <androidx.lifecycle.Lifecycle$State: void <clinit>()>
<androidx.lifecycle.LifecycleRegistry: void <init>(androidx.lifecycle.LifecycleOwner,boolean)> -> <androidx.arch.core.internal.FastSafeIterableMap: void <init>()>
<androidx.arch.core.internal.FastSafeIterableMap: void <init>()> -> <androidx.arch.core.internal.SafeIterableMap: void <init>()>
<androidx.lifecycle.LifecycleRegistry: void <init>(androidx.lifecycle.LifecycleOwner,boolean)> -> <androidx.lifecycle.Lifecycle: void <init>()>
<androidx.lifecycle.Lifecycle: void <init>()> -> <java.lang.Object: void <init>()>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentStore: void <init>()>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void <init>(androidx.fragment.app.FragmentManager)>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentTransitionCompat21$5: void <init>(androidx.fragment.app.FragmentTransitionCompat21,android.graphics.Rect)>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentTransitionCompat21$5: android.graphics.Rect onGetEpicenter(android.transition.Transition)>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentTransitionCompat21$1: void <init>(androidx.fragment.app.FragmentTransitionCompat21,android.graphics.Rect)>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentTransitionCompat21$1: android.graphics.Rect onGetEpicenter(android.transition.Transition)>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentTransitionCompat21$2: void <init>(androidx.fragment.app.FragmentTransitionCompat21,android.view.View,java.util.ArrayList)>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentTransitionCompat21$2: void onTransitionEnd(android.transition.Transition)>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.fragment.app.FragmentTransitionCompat21$2: void onTransitionStart(android.transition.Transition)>
<androidx.fragment.app.FragmentTransitionCompat21$2: void <init>(androidx.fragment.app.FragmentTransitionCompat21,android.view.View,java.util.ArrayList)> -> <java.lang.Object: void <init>()>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.core.view.ViewCompat$Api21Impl$1: void <init>(android.view.View,androidx.core.view.OnApplyWindowInsetsListener)>
<dummyMainClass: com.example.notificationtest.MainActivity dummyMainMethod_com_example_notificationtest_MainActivity(android.content.Intent)> -> <androidx.core.view.ViewCompat$Api21Impl$1: android.view.WindowInsets onApplyWindowInsets(android.view.View,android.view.WindowInsets)>
<androidx.core.view.ViewCompat$Api21Impl$1: android.view.WindowInsets onApplyWindowInsets(android.view.View,android.view.WindowInsets)> -> <androidx.core.view.WindowInsetsCompat: void <clinit>()>
<androidx.core.view.ViewCompat$Api21Impl$1: android.view.WindowInsets onApplyWindowInsets(android.view.View,android.view.WindowInsets)> -> <androidx.core.view.ViewCompat: void requestApplyInsets(android.view.View)>
<androidx.core.view.ViewCompat$Api21Impl$1: android.view.WindowInsets onApplyWindowInsets(android.view.View,android.view.WindowInsets)> -> <androidx.core.view.ViewCompat$Api21Impl: void callCompatInsetAnimationCallback(android.view.WindowInsets,android.view.View)>
<androidx.core.view.ViewCompat$Api21Impl$1: android.view.WindowInsets onApplyWindowInsets(android.view.View,android.view.WindowInsets)> -> <androidx.core.view.WindowInsetsCompat: androidx.core.view.WindowInsetsCompat toWindowInsetsCompat(android.view.WindowInsets,android.view.View)>
<androidx.core.view.ViewCompat$Api21Impl$1: android.view.WindowInsets onApplyWindowInsets(android.view.View,android.view.WindowInsets)> -> <androidx.core.view.ViewCompat: void <clinit>()>
<androidx.core.view.WindowInsetsCompat: void <clinit>()> -> <androidx.core.view.WindowInsetsCompat$Impl: void <clinit>()>
<androidx.core.view.WindowInsetsCompat: void <clinit>()> -> <androidx.core.view.WindowInsetsCompat$Impl20: void <clinit>()>
<androidx.core.view.WindowInsetsCompat: void <clinit>()> -> <androidx.core.view.WindowInsetsCompat$Impl30: void <clinit>()>
<androidx.core.view.WindowInsetsCompat: androidx.core.view.WindowInsetsCompat toWindowInsetsCompat(android.view.WindowInsets,android.view.View)> -> <androidx.core.view.ViewCompat: androidx.core.view.WindowInsetsCompat getRootWindowInsets(android.view.View)>
<androidx.core.view.WindowInsetsCompat: androidx.core.view.WindowInsetsCompat toWindowInsetsCompat(android.view.WindowInsets,android.view.View)> -> <androidx.core.view.ViewCompat: boolean isAttachedToWindow(android.view.View)>
<androidx.core.view.WindowInsetsCompat: androidx.core.view.WindowInsetsCompat toWindowInsetsCompat(android.view.WindowInsets,android.view.View)> -> <androidx.core.util.Preconditions: java.lang.Object checkNotNull(java.lang.Object)>
<androidx.core.view.WindowInsetsCompat: androidx.core.view.WindowInsetsCompat toWindowInsetsCompat(android.view.WindowInsets,android.view.View)> -> <androidx.core.view.ViewCompat: void <clinit>()>
<androidx.core.view.WindowInsetsCompat$Impl30: void <clinit>()> -> <androidx.core.view.WindowInsetsCompat: androidx.core.view.WindowInsetsCompat toWindowInsetsCompat(android.view.WindowInsets)>
<androidx.core.view.WindowInsetsCompat$Impl30: void <clinit>()> -> <androidx.core.view.WindowInsetsCompat$Impl: void <clinit>()>
<androidx.core.view.WindowInsetsCompat$Impl30: void <clinit>()> -> <androidx.core.view.WindowInsetsCompat$Impl20: void <clinit>()>
<androidx.core.view.WindowInsetsCompat$Impl30: void <clinit>()> -> <androidx.core.view.WindowInsetsCompat: void <clinit>()>
<androidx.core.view.ViewCompat: androidx.core.view.WindowInsetsCompat getRootWindowInsets(android.view.View)> -> <androidx.core.view.ViewCompat$Api23Impl: androidx.core.view.WindowInsetsCompat getRootWindowInsets(android.view.View)>
<androidx.core.view.ViewCompat: boolean isAttachedToWindow(android.view.View)> -> <androidx.core.view.ViewCompat$Api19Impl: boolean isAttachedToWindow(android.view.View)>
<androidx.core.view.WindowInsetsCompat: androidx.core.view.WindowInsetsCompat toWindowInsetsCompat(android.view.WindowInsets)> -> <androidx.core.view.WindowInsetsCompat: androidx.core.view.WindowInsetsCompat toWindowInsetsCompat(android.view.WindowInsets,android.view.View)>
<androidx.core.view.ViewCompat$Api23Impl: androidx.core.view.WindowInsetsCompat getRootWindowInsets(android.view.View)> -> <androidx.core.view.WindowInsetsCompat: void <clinit>()>
